accepted_family,accepted_genus,accepted_name,species_name_raw,species_name,iucn,name_matched,overall_score,taxonomic_status,accepted_author,publicacion,colector,herbarios,nombre_comun,registro_dep,regiones_ecologicas,sinampe,herbarios_peruanos,observaciones,autor_from_papers
Melastomataceae,Graffenrieda,Graffenrieda robusta,43. Graffenrieda robusta (Cogn.) L.O. Williams,Graffenrieda robusta,NA,Graffenrieda robusta,1,Accepted,(Cogn.) L.O. Williams,"Fieldiana, Bot. 29(10): 564. 1963.",A. Weberbauer 3572,Sin datos.,Desconocido.,HU.,Sin datos; altitud desconocida.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Graffenrieda,Graffenrieda trichanthera,44. Graffenrieda trichanthera Gleason,Graffenrieda trichanthera,NA,Graffenrieda trichanthera,1,Accepted,Gleason,Bull. Torrey Bot. Club 63: 533. 1936.,G. Klug 3298,NY.,Desconocido.,SM.,BMHP; 1100— 1200 m.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Graffenrieda,Graffenrieda tristis,45. Graffenrieda tristis (Triana) L.O. Williams,Graffenrieda tristis,NA,Graffenrieda tristis,1,Accepted,(Triana) L.O. Williams,"Fieldiana, Bot. 29(10): 564. 1963.",R. Spruce 4823,Sin datos.,Desconocido.,"LO, SM.",Sin datos; altitud desconocida.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Huberia,Huberia cogniauxii,46. Huberia cogniauxii Baumgratz,Huberia cogniauxii,NA,Huberia cogniauxii,1,Accepted,Baumgratz,Novon 9: 143. 1999.,B. Stein & C. Todzia 2216,"CAS, MO, RB.",Desconocido.,AM.,BMHM; 2450— 3350 m.,Sin registro.,Ninguno.,"Este taxón arbustivo fue descrito posterior a Brako & Zarucchi (1993); no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Huberia,Huberia staminodia,47. Huberia staminodia Baumgratz,Huberia staminodia,NA,Huberia staminodia,1,Accepted,Baumgratz,Novon 9: 139. 1999.,P.C. Hutchison & J.K. Wright 3995,"F, K, NY, US; USM.",Desconocido.,AM.,BMHM; 1520 m.,Sin registro.,USM (isotipo citado).,"Este taxón fue descrito posterior a Brako & Zarucchi (1993); no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Huberia,Huberia weberbaueriana,48. Huberia weberbaueriana Baumgratz,Huberia weberbaueriana,NA,Huberia weberbaueriana,1,Accepted,Baumgratz,Novon 9: 140. 1999.,A. Weberbauer 7145,"F, GH, US.",Desconocido.,AM.,BMHM; 1700 m.,Sin registro.,Ninguno.,"Este taxón fue descrito posterior a Brako & Zarucchi (1993); no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia fictilis,49. Icaria fictilis J.F. Macbr.,Icaria fictilis,NA,Icaria fictilis,1,Synonym,(J.F. Macbr.) Michelang. & R. Goldenb.,"Publ. Field Columbian Mus., Bot. Ser. 4: 191. 1929.",J.F. Macbride 4431,F.,Desconocido.,HU.,Sin datos; altitud desconocida.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia peltifolia,50. Leandra peltata Wurdack,Leandra peltata,NA,Leandra peltata,1,Synonym,R. Goldenb. & Michelang.,Phytologia 11(6): 384—385. 1965.,J.J. Wurdack 2474,"NY, US; USM.",Desconocido.,AM.,BHA; 300—350 m.,ZRSC,USM (isotipo citado).,"Arbusto conocido de la cuenca del Santiago, de bosques no inundables. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia raimondiana,51. Leandra raimondiana Markgr.,Leandra raimondiana,NA,Leandra raimondiana,1,Synonym,(Markgr.) R. Goldenb. & Michelang.,Notizbl. Bot. Gart. Berlin- Dahlem 13: 464. 1937.,A. Raimondi 10982,USM.,Desconocido.,PU.,Sin datos; altitud desconocida.,Sin registro.,USM (holotipo citado).,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia secunrotundifolia,52. Leandra rotundifolia J.F. Macbr.,Leandra rotundifolia,NA,Leandra rotundifolia,1,Synonym,Ocampo & Almeda,"Field Mus. Nat. Hist., Bot. Ser. 13(4/1): 339. 1941.",J.M. Schunke 176,F.,Desconocido.,LO.,Sin datos; altitud desconocida.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Meriania,Meriania amischophylla,"53. Meriania amischophylla Wurdack CR, B1ab(iii)",Meriania amischophylla,"CR, B1abiii",Meriania amischophylla,1,Accepted,Wurdack,Phytologia 48(3): 238—239. 1981.,J. Schunke V. 9842,"MO, US.",Desconocido.,UC.,BMHM; 1500— 1600 m.,Sin registro.,Ninguno.,"Arbusto descrito de dos ejemplares recolectados en la localidad tipo, que está ubicada en el límite sur del Parque Nacional Cordillera Azul. Esta especie no fue reconocida como endémica por Brako & Zarucchi (1993), atribuyéndose la localidad tipo a Huánuco. Probablemente, otras poblaciones estén presentes en el parque vecino y tal vez en los remanentes de bosque en Huánuco, aunque en esa parte del país la expansión agrícola podría ser de preocupación para la conservación de estas.",Wurdack
Melastomataceae,Meriania,Meriania cuzcoana,54. Meriania cuzcoana Wurdack,Meriania cuzcoana,NA,Meriania cuzcoana,1,Accepted,Wurdack,Phytologia 13(2): 71—72. 1966.,C. Vargas C. 5107,US; CUZ.,Desconocido.,CU.,BMHM; 2000 m.,Sin registro.,CUZ (isotipo citado).,"Arbusto conocido de una localidad en la cuenca del Alto Madre de Dios, muy cerca del límite del Parque Nacional Manu. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Meriania,Meriania prunifolia,55. Meriania prunifolia D. Don,Meriania prunifolia,NA,Meriania prunifolia,1,Accepted,D. Don,Mem. Wern. Nat. Hist. Soc. 4: 323. 1823.,H. Ruiz & J. Pavón s.n.,Sin datos.,Desconocido.,SM.,Sin datos; altitud desconocida.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Meriania,Meriania rugosa,56. Meriania rugosa Markgr.,Meriania rugosa,NA,Meriania rugosa,1,Accepted,Markgr.,Notizbl. Bot. Gart. Berlin- Dahlem 13: 460. 1937.,A. Raimondi 1866,B; USM.,Desconocido.,AM.,BMHM; altitud desconocida.,Sin registro.,USM (isotipo citado+2).,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Meriania,Meriania tetraquetra,57. Meriania tetraquetra Triana DD,Meriania tetraquetra,DD,Meriania tetraquetra,1,Accepted,Triana,Trans. Linn. Soc. London 28(1): 66. [1871]. 1872.,A. Mathews s.n.,G.,Desconocido.,"AM, LL.",BMHM; 2000— 2300 m.,Sin registro.,Ninguno.,"Arbusto conocido de la descripción original (Wurdack, 1964) y de un ejemplar adicional, recolectado en 1914, de la cuenca del Mixiollo. Se desconoce la situación de sus poblaciones,",Triana
Melastomataceae,Meriania,Meriania vargasii,58. Meriania vargasii Wurdack,Meriania vargasii,NA,Meriania vargasii,1,Accepted,Wurdack,Phytologia 13(2): 72—73. 1966.,C. Vargas C. 13240,US; CUZ.,Desconocido.,CU.,BMHM; 1800 m.,Sin registro.,CUZ (isotipo citado).,"Arbusto considerado como un endemismo; sin embargo, no ha sido posible evaluarlo ni asignarle una categoría.",NA
Melastomataceae,Meriania,Meriania vilcabambensis,59. Meriania vilcabambensis Wurdack,Meriania vilcabambensis,NA,Meriania vilcabambensis,1,Accepted,Wurdack,Phytologia 21(6): 353—354. 1971.,T.R. Dudley 10595,"NA, US.",Desconocido.,CU.,BMHM; 1730 m.,Sin registro.,Ninguno.,"Árbol conocido de la Cordillera de Vilcabamba, al sur del Parque Nacional Otishi. No ha vuelto a ser recolectado desde 1968. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Meriania,Meriania weberbaueri,60. Meriania weberbaueri J.F. Macbr.,Meriania weberbaueri,NA,Meriania weberbaueri,1,Accepted,J.F. Macbr.,"Publ. Field Columbian Mus., Bot. Ser. 4: 176. 1929.",A. Weberbauer 6659,F; MOL!.,Desconocido.,"HU, JU.",Sin datos; altitud desconocida.,Sin registro.,MOL (isotipo).,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia adinantha,"61. Miconia adinantha Wurdack VU, B1ab(iii)",Miconia adinantha,"VU, B1abiii",Miconia adinantha,1,Accepted,Wurdack,Phytologia 23(5): 487—488. 1972.,T.R. Dudley 10384,"NA, US.","Juanjil, terri.","CA, CU, PA.",BMHM; 1700— 2500 m.,PNC,"AMAZ (1), CPUN (1), HAO (1).","Esta especie arbórea se conoce de ambas vertientes andinas ,en el norte del país y en la vertiente oriental en el centro del país. El ejemplar tipo fue recolectado en una localidad en la cuenca del Apurímac, al sur del Parque Nacional Otishi. Sus poblaciones podrían estar afectadas por deforestación.",Wurdack
Melastomataceae,Miconia,Miconia aligera,"62. Miconia aligera Wurdack EN, B1a",Miconia aligera,"EN, B1a",Miconia aligera,1,Accepted,Wurdack,Phytologia 23(5): 486—487. 1972.,T.R. Dudley 11261,"NA, US.",Desconocido.,CU.,BMHM; 2080 m.,Sin registro.,Ninguno.,"Árbol conocido de la Cordillera de Vilcabamba, al sur del área del Parque Nacional Otishi. Aparentemente no ha vuelto a ser recolectada desde 1968. Sus poblaciones podrían estar afectadas por deforestación.",Wurdack
Melastomataceae,Miconia,Miconia alpina,63. Miconia alpina Cogn.,Miconia alpina,NA,Miconia alpina,1,Accepted,Cogn.,Bot. Jahrb. Syst. 42: 146. 1908.,A. Weberbauer 4953,B.,Desconocido.,"AN, AP, CU, HU.",PSH; 3700—4200 m.,PNH,USM?.,"Arbusto, conocido de bosques andinos naturalmente fragmentados en el centro y sur del país. La mayoría de los ejemplares de herbario recientes proviene del Parque Nacional Huascarán. Por su rango de distribución conocida, podría esperarse su presencia en otras áreas protegidas como Ampay y Machu Picchu. Los ambientes donde crece esta especie están sujetos a tala e incendios intencionales.",NA
Melastomataceae,Miconia,Miconia aprica,"64. Miconia aprica Gleason EN, B1ab(iii)",Miconia aprica,"EN, B1abiii",Miconia aprica,1,Accepted,Gleason,Bull. Torrey Bot. Club 58: 244. 1931.,E.P. Killip & A.C. Smith 24246,"NY, US.",Desconocido.,"AY, JU.",BMHM; 2000— 2700 m.,Sin registro.,Ninguno.,"Arbusto, conocido aparentemente de tres localidades en el centro del país. La localidad tipo, en la cuenca del Tulumayo, recibe alta deforestación por la ampliación de la frontera agrícola; sin embargo, varios fragmentos grandes de bosque existen en esa cuenca, y es probable que ahí persistan poblaciones de esta especie (C. Reynel, com. pers.). En la cuenca del Apurímac, también fue registrado, pero, al parecer, esa población no han vuelto a ser ubicada desde la década de 1920.",Gleason
Melastomataceae,Miconia,Miconia atrofusca,65. Miconia atrofusca Cogn.,Miconia atrofusca,NA,Miconia atrofusca,1,Accepted,Cogn.,Bot. Jahrb. Syst. 42: 142. 1908.,A. Weberbauer 3726,B; MOL!.,Desconocido.,"HU, PA.",Sin datos; altitud desconocida.,Sin registro.,MOL (isotipo).,"Arbusto que se conoce solamente de la cuenca del Huallaga. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia ayacuchensis,"66. Miconia ayacuchensis Wurdack CR, B1ab(iii)",Miconia ayacuchensis,"CR, B1abiii",Miconia ayacuchensis,1,Accepted,Wurdack,Phytologia 23(5): 497—498. 1972.,T.R. Dudley 11992,US.,Desconocido.,AY.,BPM; 3400—3600 m.,Sin registro.,Ninguno.,"Arbusto, conocido solamente de una localidad en la cuenca del Apurímac, en una cordillera frente a la de Vilcabamba. La población conocida habitaba matorrales ecotonales con el límite superior del bosque montano. Deforestación e incendios intencionales podrían considerarse amenazas.",Wurdack
Melastomataceae,Miconia,Miconia brachyanthera,67. Miconia brachyanthera Triana,Miconia brachyanthera,NA,Miconia brachyanthera,1,Accepted,Triana,Trans. Linn. Soc. London 28(1): 129. [1871]. 1872.,A. Mathews 1726,K.,Desconocido.,"AM, HU, PA.",BMHM; 2200— 2300 m.,Sin registro.,Ninguno.,"Este taxón arbustivo fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia brevistylis,68. Miconia brevistilys Cogn.,Miconia brevistilys,NA,Miconia brevistylis,0.97,Accepted,Cogn.,Bot. Jahrb. Syst. 42: 144. 1908.,A. Weberbauer 3553,B; MOL!.,Desconocido.,HU.,Sin datos; altitud desconocida.,Sin registro.,MOL (isotipo).,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia caerulea,69. Miconia cerulea Pav. ex Naudin subsp. vilcabambae Wurdack,Miconia cerulea subsp. Vilcabambae,NA,Miconia caerulea,0.88,Accepted,(Pav. ex D. Don) Naudin,Phytologia 23(5): 491—492. 1972.,T.R. Dudley 10421,"NA, US.",Desconocido.,CU.,BMHM; 1460— 1730 m.,Sin registro.,Ninguno.,"Arbusto dioico, conocido solamente de la Cordillera de Vilcabamba de plantas masculinas. Aparentemente no ha vuelto a ser recolectado desde 1968. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia carpishana,"70. Miconia carpishana Wurdack CR, B1ab(iii)",Miconia carpishana,"CR, B1abiii",Miconia carpishana,1,Accepted,Wurdack,Phytologia 13(2): 76—77. 1966.,B. Maguire & C.E. Maguire 44436,"NY, US.",Desconocido.,HU.,BMHM; 2850 m.,Sin registro.,Ninguno.,"Árbol conocido de la cuenca del Huallaga. Esta especie fue descrita de una planta recolectada en Carpish en 1959, una localidad con varios endemismos, pero afectada por la deforestación.",Wurdack
Melastomataceae,Miconia,Miconia cauingia,71. Miconia cauingia J.F. Macbr.,Miconia cauingia,NA,Miconia cauingia,1,Accepted,J.F. Macbr.,"Field Mus. Nat. Hist., Bot. Ser. 13(4/1): 394. 1941.",H.E. Stork & O.B. Horton 9992,F.,Desconocido.,"CA, LL.",Sin datos; altitud desconocida.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia choriophylla,72. Miconia choriophylla Wurdack brevifolia Wurdack DD,Miconia choriophylla,DD,Miconia choriophylla,1,Accepted,Wurdack,Phytologia 23(5): 500—501. 1972.,T.R. Dudley 13520,NA.,Desconocido.,HU.,BMHM; 1680 m.,RCS,Ninguno.,Arbusto conocido solamente de la cuenca del Pachitea. Este taxón fue descrito de una planta recolectada en 1969 del área que hoy ocupa la Reserva Comunal del Sira. No se conoce la situación de sus poblaciones.,Wurdack
Melastomataceae,Miconia,Miconia ciliaris,73. Miconia ciliaris Triana,Miconia ciliaris,NA,Miconia ciliaris,1,Accepted,Triana,Trans. Linn. Soc. London 28(1): 105.[1872]. 1871.,H. Ruiz & J. Pavón 14/65,MA.,Desconocido.,"JU, SM.",Sin datos; altitud desconocida.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia clivorum,74. Miconia clivorum Wurdack,Miconia clivorum,NA,Miconia clivorum,1,Accepted,Wurdack,Phytologia 11(6): 388—389. 1965.,J.J. Wurdack 1794,US; USM.,Desconocido.,AM.,BMHM; 2700— 2800 m.,Sin registro.,USM (isotipo citado).,Arbusto conocido de una localidad en la cuenca del Utcubamba. No ha sido posible evaluarlo ni asignarle una categoría.,NA
Melastomataceae,Miconia,Miconia cookii,75. Miconia cookii Gleason,Miconia cookii,NA,Miconia cookii,1,Accepted,Gleason,Phytologia 1(1): 43—44. 1933.,O.F. Cook & G.B. Gilbert 1742,US.,Desconocido.,CU.,BMHM; 1800 m.,Sin registro.,Ninguno.,Esta especie tiene relaciones estrechas con la especie boliviana Miconia elongata.,NA
Melastomataceae,Miconia,Miconia crassifolia,76. Miconia crassifolia Triana,Miconia crassifolia,NA,Miconia crassifolia,1,Accepted,Triana,Trans. Linn. Soc. London 28(1): 125. [1872]. 1871.,A. Mathews s.n.,G.,Desconocido.,AM.,Sin datos; altitud desconocida.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia crassipes,77. Miconia crassipes Triana,Miconia crassipes,NA,Miconia crassipes,1,Accepted,Triana,Trans. Linn. Soc. London 28(1): 116. [1872]. 1871.,A. Mathews 1300,K.,Desconocido.,AM.,"PAR, BMHM; 2330—3100 m.",Sin registro.,CPUN (1).,"Planta localmente escasa. Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia crassistigma,78. Miconia crassistigma Cogn.,Miconia crassistigma,NA,Miconia crassistigma,1,Accepted,Cogn.,Bot. Jahrb. Syst. 42: 143. 1908.,A. Weberbauer 3407,B; MOL!.,Desconocido.,"CA, HU.",Sin datos; altitud desconocida.,Sin registro.,MOL (isotipo).,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia cremophylla,79. Miconia cremophylla Naudin,Miconia cremophylla,NA,Miconia cremophylla,1,Accepted,Naudin,"Ann. Sci. Nat., Bot., ser. 3, 16(2): 228. 1850.",A. Mathews s.n.,G.,Desconocido.,"AM, SM.",Sin datos; altitud desconocida.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia dasyclada,80. Miconia dasyclada Wurdack,Miconia dasyclada,NA,Miconia dasyclada,1,Accepted,Wurdack,Phytologia 23(5): 492—493. 1972.,T.R. Dudley 11829,"NA, US.",Desconocido.,"AY, CU.",BMHM; 1570 m.,Sin registro.,Ninguno.,"Arbusto conocido de dos localidades en la cuenca del Apurímac, una de ellas en una cordillera frente a la de Vilcabamba. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia demissifolia,81. Miconia demissifolia Wurdack,Miconia demissifolia,NA,Miconia demissifolia,1,Accepted,Wurdack,Phytologia 23(5): 489—491. 1972.,M.T. Madison 10168-70,"NA, US.",Desconocido.,"CU, PA.","BPM, BMHM; 3300—3535 m.",Sin registro.,Ninguno.,"Árbol descrito de una planta recolectada en la Cordillera de Vilcabamba, cuenca del Apurímac. Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia divisoriana,"82. Miconia divisoriana Wurdack CR, B1a",Miconia divisoriana,"CR, B1a",Miconia divisoriana,1,Accepted,Wurdack,Phytologia 16(3): 175. 1968.,R. Ferreyra 1669,US; USM.,Desconocido.,UC.,BMHM; 1500— 1600 m.,Sin registro.,USM (isotipo citado).,"Arbusto conocido solamente de la cuenca del Aguaytía, al sur del límite del Parque Nacional Cordillera Azul. Esta especie presentaba poblaciones en el Boquerón del Padre Abad, pero aparentemente no ha vuelto a ser recolectada desde 1947.",Wurdack
Melastomataceae,Miconia,Miconia dumetosa,83. Miconia dumetosa Cogn.,Miconia dumetosa,NA,Miconia dumetosa,1,Accepted,Cogn.,Bot. Jahrb. Syst. 42: 144. 1908.,A. Weberbauer 4389,B; MOL!.,Desconocido.,"AM, HU, SM.",BMHM; 2200 m.,Sin registro.,MOL (isotipo).,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia egregia,"84. Miconia egregia Wurdack EN, B1a",Miconia egregia,"EN, B1a",Miconia egregia,1,Accepted,Wurdack,Phytologia 39(5): 326—327. 1978.,C. Sandeman 4086,K.,Desconocido.,CA.,MA; 2700 m.,Sin registro.,MOL (1).,"Arbusto conocido de unas pocas localidades dispersas, en la vertiente occidental de Cajamarca. Al parecer, todas las colecciones provienen de la cuenca del Chancay. Las poblaciones conocidas fueron registradas en matorrales y fragmentos de bosque, ambientes afectados hoy en día por incendios y tala.",Wurdack
Melastomataceae,Miconia,Miconia expansa,85. Miconia expansa Gleason,Miconia expansa,NA,Miconia expansa,1,Accepted,Gleason,Bull. Torrey Bot. Club 63(9): 536. 1936.,G. Klug 3201,NY.,Desconocido.,"LO, MD.",BMHP; 600—1200 m.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia falcata,86. Miconia falcata Cogn.,Miconia falcata,NA,Miconia falcata,1,Accepted,Cogn.,Bot. Jahrb. Syst. 42: 139. 1908.,A. Weberbauer 4998,"B, US.",Desconocido.,CU.,BMHM; 1500 m.,Sin registro.,Ninguno.,"Arbusto considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría. Esta especie se conoce de la cuenca del Urubamba.",NA
Melastomataceae,Miconia,Miconia ferreyrae,87. Miconia ferreyrae Wurdack,Miconia ferreyrae,NA,Miconia ferreyrae,1,Accepted,Wurdack,Phytologia 7(5): 235—236. 1960.,R. Ferreyra 4297,US; USM!.,Desconocido.,UC.,BMHP; 1300— 1400 m.,Sin registro.,USM (isotipo).,"Esta especie se conoce solamente del límite entre Ucayali y Huánuco. Brako & Zarucchi (1993) listaron San Martín, pero este es un error que repite la citación de la descripción original.",NA
Melastomataceae,Miconia,Miconia firma,"88. Miconia firma J.F. Macbr. EN, B1a",Miconia firma,"EN, B1a",Miconia firma,1,Accepted,J.F. Macbr.,"Field Mus. Nat. Hist., Bot. Ser. 13(4/1): 411. 1941.",A. Weberbauer 6389,F.,Desconocido.,"CA, PI.",MA; altitud desconocida.,Sin registro.,Ninguno.,"Planta perenne conocida de unas pocas localidades en el norte de la vertiente del Pacífico. Macbride (1941) indicó a Cajamarca como el Departamento donde fue recolectado el ejemplar tipo, pero en realidad corresponde a Piura. Brako & Zarucchi (1993), como indica Hensold (1999), no indicaron que se trataba de un endemismo.",J.F. Macbr.
Melastomataceae,Miconia,Miconia floccosa,"89. Miconia floccosa Cogn. VU, B1a",Miconia floccosa,"VU, B1a",Miconia floccosa,1,Accepted,Cogn.,Bot. Jahrb. Syst. 42: 140. 1908.,A. Weberbauer 2200,B; MOL!.,Desconocido.,"JU, PA.","BPM, BMHM; 3000—3500 m.",PNYC,"MOL (isotipo), MOLF (1), USM (1).","Árbol de flores amarillas, recolectado originalmente en 1903, en los bosques fragmentados al oeste de Huacapistana. Aparentemente está restringida al centro del país y está representada en el sistema de áreas protegidas. Se halla en las cuencas del Huancabamba y del Perené.",Cogn.
Melastomataceae,Miconia,Miconia fruticulosa,"90. Miconia fruticulosa Cogn. CR, B1ab(iii)",Miconia fruticulosa,"CR, B1abiii",Miconia fruticulosa,1,Accepted,Cogn.,Bot. Jahrb. Syst. 42: 146. 1908.,A. Weberbauer 3383,"B, US.",Desconocido.,HU.,BPM; 3400 m.,Sin registro.,Ninguno.,"Arbusto conocido solamente de la cuenca del Monzón, una de las áreas con mayor necesidad de estudio botánico. Esta especie fue descrita de una planta recolectada en 1903 y si bien en décadas posteriores se realizaron colecciones en la cuenca del Huallaga no fue registrada esta especie. Amenazas a las poblaciones en el valle del Monzón están asociadas a la deforestación.",Cogn.
Melastomataceae,Miconia,Miconia glomerata,91. Miconia glomerata Triana,Miconia glomerata,NA,Miconia glomerata,1,Accepted,Triana,Trans. Linn. Soc. London 28(1): 110. [1872] 1871.,H. Ruiz & J. Pavón 14/58,P.,Desconocido.,"AY, CU, HU, PA.",BMHM; 1000— 2000 m.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia glutinosa,92. Miconia glutinosa Cogn.,Miconia glutinosa,NA,Miconia glutinosa,1,Accepted,Cogn.,Bot. Jahrb. Syst. 42: 141. 1908.,A. Weberbauer 1325,"B, US.",Desconocido.,PU.,BMHM; 2400 m.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia griffisii,93. Miconia griffisii J.F. Macbr.,Miconia griffisii,NA,Miconia griffisii,1,Accepted,J.F. Macbr.,"Publ. Field Columbian Mus., Bot. Ser. 4: 188. 1929.",J.F. Macbride 4382,F.,Desconocido.,"HU, SM.",Sin datos; altitud desconocida.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia grisea,"94. Miconia grisea Cogn. CR, B1a",Miconia grisea,"CR, B1a",Miconia grisea,1,Accepted,Cogn.,Bot. Jahrb. Syst. 42: 147. 1908.,A. Weberbauer 3346,B; MOL!.,Desconocido.,HU.,BPM; 3400 m.,Sin registro.,MOL (isotipo).,"Este arbusto es conocido solamente de los fragmentos de bosque en la cuenca alta del Monzón, localidad que debería ser de interés herborizar y estudiar, por albergar una interesante y rica flora endémica. Esta especie no ha vuelto a ser recolectada desde 1903.",Cogn.
Melastomataceae,Miconia,Miconia hamata,95. Miconia hamata Cogn.,Miconia hamata,NA,Miconia hamata,1,Accepted,Cogn.,Bot. Jahrb. Syst. 42: 141. 1908.,A. Weberbauer 4447,MOL!.,Desconocido.,AM.,BMHM; 2200 m.,Sin registro.,MOL (isotipo).,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Melastomataceae,Miconia,Miconia heteromera,96. Miconia heteromera Naudin,Miconia heteromera,NA,Miconia heteromera,1,Accepted,Naudin,"Ann. Sci. Nat., Bot., ser. 3, 16(2): 124. 1850.",E.F. Poeppig s.n.,P.,Desconocido.,"HU, LO, PA, SM.",BHA; 120.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
